id,timestamp,user,text,ticker,company,mentioned_person
ner_77,2025-11-08T10:18:43.470431,user_741,Jamie Dimon of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: upgrade.,BAC,Bank of America Corporation,Jamie Dimon
ner_78,2025-03-27T22:18:43.470431,user_219,Andy Jassy of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: upgrade.,WMT,Walmart Inc,Andy Jassy
ner_79,2025-08-19T19:18:43.470431,user_564,"Elon Musk of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: upgrade.",TSLA,"Tesla, Inc",Elon Musk
ner_80,2025-01-09T02:18:43.470431,user_1958,Tim Cook of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: upgrade.,JPM,JPMorgan Chase & Co.,Tim Cook
ner_81,2025-02-25T03:18:43.470431,user_1768,"Warren Buffett of Meta Platforms, Inc commented on strategy. $META reacts to the news. Analysts: downgrade.",META,"Meta Platforms, Inc",Warren Buffett
ner_82,2024-12-28T11:18:43.470431,user_1325,Brian Moynihan of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: downgrade.,BAC,Bank of America Corporation,Brian Moynihan
ner_83,2025-05-24T22:18:43.470431,user_2550,Sundar Pichai of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: downgrade.,AAPL,Apple Inc,Sundar Pichai
ner_84,2024-12-21T15:18:43.470431,user_665,Jamie Dimon of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: downgrade.,MSFT,Microsoft Corporation,Jamie Dimon
ner_85,2025-03-26T22:18:43.470431,user_45,"Warren Buffett of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: upgrade.",AMZN,"Amazon.com, Inc",Warren Buffett
ner_86,2025-03-30T16:18:43.470431,user_211,Sundar Pichai of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: hold.,JPM,JPMorgan Chase & Co.,Sundar Pichai
ner_87,2025-06-22T07:18:43.470431,user_1210,Sundar Pichai of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: hold.,MSFT,Microsoft Corporation,Sundar Pichai
ner_88,2025-05-14T10:18:43.470431,user_696,Warren Buffett of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: upgrade.,MSFT,Microsoft Corporation,Warren Buffett
ner_89,2025-07-03T16:18:43.470431,user_162,Elon Musk of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: downgrade.,JPM,JPMorgan Chase & Co.,Elon Musk
ner_90,2025-07-04T07:18:43.470431,user_1871,Sundar Pichai of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: hold.,BAC,Bank of America Corporation,Sundar Pichai
ner_91,2025-04-17T08:18:43.470431,user_613,"Sundar Pichai of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: downgrade.",TSLA,"Tesla, Inc",Sundar Pichai
ner_92,2025-05-18T23:18:43.470431,user_2027,"Mark Zuckerberg of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: hold.",TSLA,"Tesla, Inc",Mark Zuckerberg
ner_93,2025-06-11T03:18:43.470431,user_1313,Warren Buffett of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: hold.,JPM,JPMorgan Chase & Co.,Warren Buffett
ner_94,2025-03-22T09:18:43.470431,user_882,Satya Nadella of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: hold.,BAC,Bank of America Corporation,Satya Nadella
ner_95,2025-04-23T08:18:43.470431,user_1317,Jensen Huang of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: upgrade.,MSFT,Microsoft Corporation,Jensen Huang
ner_96,2025-06-29T18:18:43.470431,user_2668,Satya Nadella of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: hold.,NVDA,NVIDIA Corporation,Satya Nadella
ner_97,2025-03-11T08:18:43.470431,user_343,Sundar Pichai of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: downgrade.,MSFT,Microsoft Corporation,Sundar Pichai
ner_98,2025-05-07T12:18:43.470431,user_1370,"Elon Musk of Meta Platforms, Inc commented on strategy. $META reacts to the news. Analysts: hold.",META,"Meta Platforms, Inc",Elon Musk
ner_99,2025-03-11T02:18:43.470431,user_813,Jensen Huang of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: upgrade.,WMT,Walmart Inc,Jensen Huang
ner_100,2025-03-16T19:18:43.470431,user_1063,Satya Nadella of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: hold.,WMT,Walmart Inc,Satya Nadella
ner_101,2025-09-02T05:18:43.470431,user_987,"Andy Jassy of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: downgrade.",TSLA,"Tesla, Inc",Andy Jassy
ner_102,2025-02-28T07:18:43.470431,user_2767,"Tim Cook of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: downgrade.",TSLA,"Tesla, Inc",Tim Cook
ner_103,2025-08-31T10:18:43.470431,user_2764,Elon Musk of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: upgrade.,WMT,Walmart Inc,Elon Musk
ner_104,2025-06-07T18:18:43.470431,user_1391,Mark Zuckerberg of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: downgrade.,WMT,Walmart Inc,Mark Zuckerberg
ner_105,2025-08-08T19:18:43.471429,user_2281,Satya Nadella of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: downgrade.,NVDA,NVIDIA Corporation,Satya Nadella
ner_106,2025-01-01T04:18:43.471429,user_1866,"Satya Nadella of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: downgrade.",TSLA,"Tesla, Inc",Satya Nadella
ner_107,2025-08-08T04:18:43.471429,user_937,Mark Zuckerberg of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: hold.,NVDA,NVIDIA Corporation,Mark Zuckerberg
ner_108,2024-11-23T18:18:43.471429,user_178,Elon Musk of Alphabet Inc commented on strategy. $GOOG reacts to the news. Analysts: downgrade.,GOOG,Alphabet Inc,Elon Musk
ner_109,2025-04-19T22:18:43.471429,user_1034,Warren Buffett of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: hold.,AAPL,Apple Inc,Warren Buffett
ner_110,2024-12-25T10:18:43.471429,user_744,Tim Cook of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: hold.,AAPL,Apple Inc,Tim Cook
ner_111,2025-08-02T14:18:43.471429,user_1935,Sundar Pichai of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: downgrade.,WMT,Walmart Inc,Sundar Pichai
ner_112,2025-05-19T14:18:43.471429,user_953,Sundar Pichai of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: hold.,AAPL,Apple Inc,Sundar Pichai
ner_113,2025-09-06T16:18:43.471429,user_2870,"Andy Jassy of Meta Platforms, Inc commented on strategy. $META reacts to the news. Analysts: upgrade.",META,"Meta Platforms, Inc",Andy Jassy
ner_114,2025-04-22T20:18:43.471429,user_1252,"Elon Musk of Meta Platforms, Inc commented on strategy. $META reacts to the news. Analysts: hold.",META,"Meta Platforms, Inc",Elon Musk
ner_115,2025-10-17T03:18:43.471429,user_1216,Satya Nadella of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: hold.,MSFT,Microsoft Corporation,Satya Nadella
ner_116,2025-10-29T10:18:43.471429,user_531,Jamie Dimon of Alphabet Inc commented on strategy. $GOOG reacts to the news. Analysts: downgrade.,GOOG,Alphabet Inc,Jamie Dimon
ner_117,2025-08-07T16:18:43.471429,user_2034,"Satya Nadella of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: hold.",TSLA,"Tesla, Inc",Satya Nadella
ner_118,2025-02-09T03:18:43.471429,user_2696,Jamie Dimon of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: downgrade.,MSFT,Microsoft Corporation,Jamie Dimon
ner_119,2025-05-29T10:18:43.471429,user_2243,"Brian Moynihan of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: upgrade.",TSLA,"Tesla, Inc",Brian Moynihan
ner_120,2025-04-24T18:18:43.471429,user_1053,Jamie Dimon of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: upgrade.,AAPL,Apple Inc,Jamie Dimon
ner_121,2024-12-14T23:18:43.471429,user_421,"Jamie Dimon of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: upgrade.",AMZN,"Amazon.com, Inc",Jamie Dimon
ner_122,2025-08-22T10:18:43.471429,user_636,Tim Cook of Alphabet Inc commented on strategy. $GOOG reacts to the news. Analysts: hold.,GOOG,Alphabet Inc,Tim Cook
ner_123,2024-11-24T13:18:43.471429,user_464,Andy Jassy of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: hold.,NVDA,NVIDIA Corporation,Andy Jassy
ner_124,2025-10-09T11:18:43.471429,user_2021,"Andy Jassy of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: upgrade.",AMZN,"Amazon.com, Inc",Andy Jassy
ner_125,2025-10-22T17:18:43.471429,user_1477,Jamie Dimon of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: upgrade.,WMT,Walmart Inc,Jamie Dimon
ner_126,2025-10-05T15:18:43.471429,user_1150,Jamie Dimon of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: downgrade.,JPM,JPMorgan Chase & Co.,Jamie Dimon
ner_127,2025-03-17T14:18:43.471429,user_395,Warren Buffett of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: downgrade.,AAPL,Apple Inc,Warren Buffett
ner_128,2025-06-29T02:18:43.471429,user_947,Tim Cook of Walmart Inc commented on strategy. $WMT reacts to the news. Analysts: hold.,WMT,Walmart Inc,Tim Cook
ner_129,2025-06-03T04:18:43.471429,user_429,Elon Musk of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: upgrade.,JPM,JPMorgan Chase & Co.,Elon Musk
ner_130,2025-09-26T13:18:43.471429,user_2558,Jamie Dimon of JPMorgan Chase & Co. commented on strategy. $JPM reacts to the news. Analysts: hold.,JPM,JPMorgan Chase & Co.,Jamie Dimon
ner_131,2025-05-31T09:18:43.471429,user_1788,"Brian Moynihan of Tesla, Inc commented on strategy. $TSLA reacts to the news. Analysts: upgrade.",TSLA,"Tesla, Inc",Brian Moynihan
ner_132,2025-07-08T13:18:43.472431,user_218,Brian Moynihan of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: hold.,NVDA,NVIDIA Corporation,Brian Moynihan
ner_133,2025-03-07T19:18:43.472431,user_1263,"Warren Buffett of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: upgrade.",AMZN,"Amazon.com, Inc",Warren Buffett
ner_134,2025-01-26T02:18:43.472431,user_1203,"Mark Zuckerberg of Meta Platforms, Inc commented on strategy. $META reacts to the news. Analysts: hold.",META,"Meta Platforms, Inc",Mark Zuckerberg
ner_135,2025-03-05T17:18:43.472431,user_1608,Jamie Dimon of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: upgrade.,NVDA,NVIDIA Corporation,Jamie Dimon
ner_136,2025-05-22T05:18:43.472431,user_2327,Andy Jassy of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: downgrade.,BAC,Bank of America Corporation,Andy Jassy
ner_137,2025-08-07T15:18:43.472431,user_1406,Elon Musk of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: downgrade.,MSFT,Microsoft Corporation,Elon Musk
ner_138,2025-06-22T13:18:43.472431,user_2010,Mark Zuckerberg of Bank of America Corporation commented on strategy. $BAC reacts to the news. Analysts: upgrade.,BAC,Bank of America Corporation,Mark Zuckerberg
ner_139,2025-08-27T09:18:43.472431,user_2070,Sundar Pichai of NVIDIA Corporation commented on strategy. $NVDA reacts to the news. Analysts: hold.,NVDA,NVIDIA Corporation,Sundar Pichai
ner_140,2025-08-08T02:18:43.472431,user_1790,"Satya Nadella of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: hold.",AMZN,"Amazon.com, Inc",Satya Nadella
ner_141,2024-12-06T10:18:43.472431,user_976,Andy Jassy of Alphabet Inc commented on strategy. $GOOG reacts to the news. Analysts: upgrade.,GOOG,Alphabet Inc,Andy Jassy
ner_142,2025-01-18T19:18:43.472431,user_1251,"Jamie Dimon of Amazon.com, Inc commented on strategy. $AMZN reacts to the news. Analysts: downgrade.",AMZN,"Amazon.com, Inc",Jamie Dimon
ner_143,2025-07-23T05:18:43.472431,user_2483,Mark Zuckerberg of Microsoft Corporation commented on strategy. $MSFT reacts to the news. Analysts: upgrade.,MSFT,Microsoft Corporation,Mark Zuckerberg
ner_144,2025-04-12T17:18:43.472431,user_845,Satya Nadella of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: downgrade.,AAPL,Apple Inc,Satya Nadella
ner_145,2025-03-14T20:18:43.472431,user_313,Andy Jassy of Apple Inc commented on strategy. $AAPL reacts to the news. Analysts: upgrade.,AAPL,Apple Inc,Andy Jassy
