id,timestamp,user,text,ticker,topic_label,engagement
topic_52,2025-07-19T12:16:33.959533,user_976,$NVDA recession reported — analysts note,NVDA,macro,8
topic_53,2025-07-26T12:16:33.959533,user_749,$META delay reported — stock jumps,META,supply_chain,5
topic_54,2025-10-18T12:16:33.959533,user_1863,$JPM outlook reported — market reaction muted,JPM,guidance,4
topic_55,2024-12-27T12:16:33.959533,user_1678,$BAC acquire reported — stock jumps,BAC,merger,3
topic_56,2025-01-13T12:16:33.959533,user_685,$JPM gdp reported — stock jumps,JPM,macro,7
topic_57,2025-10-15T12:16:33.959533,user_1610,$GOOG merger reported — market reaction muted,GOOG,merger,11
topic_58,2025-01-04T12:16:33.959533,user_1559,$AMZN recruitment reported — analysts note,AMZN,hiring,6
topic_59,2025-04-18T12:16:33.959533,user_1106,$AAPL rollout reported — investors cautious,AAPL,product_launch,3
topic_60,2025-03-23T12:16:33.959533,user_2098,$WMT delay reported — stock jumps,WMT,supply_chain,7
topic_61,2025-05-15T12:16:33.959533,user_2265,$NVDA buyback reported — analysts note,NVDA,insider_trading,12
topic_62,2025-10-27T12:16:33.960528,user_1704,$JPM released reported — stock jumps,JPM,product_launch,3
topic_63,2024-12-25T12:16:33.960528,user_2083,$BAC rollout reported — analysts note,BAC,product_launch,6
topic_64,2025-01-30T12:16:33.960528,user_2217,$WMT layoff reported — stock jumps,WMT,hiring,9
topic_65,2025-04-29T12:16:33.960528,user_570,$META merger reported — investors cautious,META,merger,4
topic_66,2025-05-07T12:16:33.960528,user_1765,$MSFT guidance reported — analysts note,MSFT,guidance,9
topic_67,2025-09-08T12:16:33.960528,user_1666,$AAPL recruitment reported — stock jumps,AAPL,hiring,13
topic_68,2025-03-28T12:16:33.960528,user_2322,$JPM Form 4 reported — market reaction muted,JPM,insider_trading,9
topic_69,2025-01-09T12:16:33.960528,user_1194,$TSLA buyout reported — analysts note,TSLA,merger,11
topic_70,2025-08-15T12:16:33.960528,user_1328,$MSFT delay reported — market reaction muted,MSFT,supply_chain,10
topic_71,2025-09-08T12:16:33.960528,user_1879,$AMZN cash return reported — analysts note,AMZN,dividend,6
topic_72,2025-03-26T12:16:33.960528,user_1780,$AMZN insider sell reported — investors cautious,AMZN,insider_trading,7
topic_73,2025-08-28T12:16:33.960528,user_327,$AMZN probe reported — analysts note,AMZN,regulation,10
topic_74,2025-07-01T12:16:33.960528,user_2371,$NVDA chip shortage reported — stock jumps,NVDA,supply_chain,9
topic_75,2025-09-28T12:16:33.960528,user_763,$MSFT buyout reported — analysts note,MSFT,merger,4
topic_76,2025-02-22T12:16:33.960528,user_532,$WMT cash return reported — market reaction muted,WMT,dividend,6
topic_77,2025-05-16T12:16:33.960528,user_1898,$GOOG estimates reported — investors cautious,GOOG,guidance,9
topic_78,2024-12-20T12:16:33.960528,user_750,$META yield reported — stock jumps,META,dividend,2
topic_79,2025-04-01T12:16:33.960528,user_1011,$AAPL layoff reported — analysts note,AAPL,hiring,8
topic_80,2025-05-13T12:16:33.960528,user_2465,$BAC logistics reported — stock jumps,BAC,supply_chain,9
topic_81,2025-01-29T12:16:33.960528,user_2264,$NVDA inflation reported — stock jumps,NVDA,macro,7
topic_82,2025-09-14T12:16:33.960528,user_58,$NVDA yield reported — investors cautious,NVDA,dividend,10
topic_83,2025-07-15T12:16:33.960528,user_2303,$MSFT dividend reported — analysts note,MSFT,dividend,7
topic_84,2025-09-15T12:16:33.960528,user_1005,$TSLA recruitment reported — investors cautious,TSLA,hiring,9
topic_85,2025-01-09T12:16:33.960528,user_836,$GOOG profits reported — investors cautious,GOOG,earnings,6
topic_86,2025-08-10T12:16:33.961523,user_2284,$JPM buyback reported — market reaction muted,JPM,insider_trading,6
topic_87,2025-06-01T12:16:33.961523,user_869,$GOOG chip shortage reported — analysts note,GOOG,supply_chain,2
topic_88,2025-10-12T12:16:33.961523,user_768,$GOOG rollout reported — analysts note,GOOG,product_launch,9
topic_89,2025-01-21T12:16:33.961523,user_194,$NVDA profits reported — analysts note,NVDA,earnings,8
topic_90,2025-04-29T12:16:33.961523,user_1847,$TSLA filing reported — analysts note,TSLA,insider_trading,9
topic_91,2025-06-14T12:16:33.961523,user_2134,$TSLA released reported — investors cautious,TSLA,product_launch,5
topic_92,2025-11-02T12:16:33.961523,user_2214,$JPM recession reported — stock jumps,JPM,macro,9
topic_93,2024-12-04T12:16:33.961523,user_374,$AMZN economy reported — market reaction muted,AMZN,macro,7
topic_94,2025-08-31T12:16:33.961523,user_775,$MSFT forecast reported — investors cautious,MSFT,guidance,12
topic_95,2024-11-22T12:16:33.961523,user_1985,$NVDA outlook reported — stock jumps,NVDA,guidance,9
topic_96,2024-12-30T12:16:33.961523,user_4,$GOOG regulatory reported — market reaction muted,GOOG,regulation,9
topic_97,2025-09-25T12:16:33.961523,user_972,$TSLA forecast reported — investors cautious,TSLA,guidance,1
topic_98,2024-11-22T12:16:33.961523,user_1341,$GOOG forecast reported — investors cautious,GOOG,guidance,3
topic_99,2025-07-28T12:16:33.961523,user_1988,$WMT filing reported — stock jumps,WMT,insider_trading,6
topic_100,2025-02-13T12:16:33.961523,user_1629,$BAC layoff reported — market reaction muted,BAC,hiring,5
topic_101,2025-09-06T12:16:33.961523,user_1153,$GOOG estimates reported — investors cautious,GOOG,guidance,18
topic_102,2025-09-29T12:16:33.961523,user_335,$BAC talent reported — stock jumps,BAC,hiring,2
topic_103,2025-02-05T12:16:33.961523,user_431,$GOOG merger reported — market reaction muted,GOOG,merger,6
topic_104,2025-01-21T12:16:33.961523,user_1452,$GOOG compliance reported — analysts note,GOOG,regulation,4
topic_105,2025-02-23T12:16:33.961523,user_1244,$MSFT earnings reported — analysts note,MSFT,earnings,5
topic_106,2025-04-01T12:16:33.961523,user_1368,$BAC shareholder reported — stock jumps,BAC,dividend,3
topic_107,2025-06-08T12:16:33.961523,user_800,$JPM dividend reported — market reaction muted,JPM,dividend,5
topic_108,2025-06-26T12:16:33.961523,user_22,$TSLA insider sell reported — analysts note,TSLA,insider_trading,7
topic_109,2025-05-07T12:16:33.962524,user_551,$TSLA integration reported — market reaction muted,TSLA,merger,8
topic_110,2025-04-26T12:16:33.962524,user_956,$AMZN compliance reported — stock jumps,AMZN,regulation,9
topic_111,2025-04-07T12:16:33.962524,user_845,$META regulatory reported — stock jumps,META,regulation,7
topic_112,2025-05-03T12:16:33.962524,user_2243,$AAPL shareholder reported — stock jumps,AAPL,dividend,8
topic_113,2025-05-01T12:16:33.962524,user_967,$BAC profits reported — analysts note,BAC,earnings,6
topic_114,2025-03-06T12:16:33.962524,user_482,$AMZN profits reported — stock jumps,AMZN,earnings,6
topic_115,2025-08-29T12:16:33.962524,user_1867,$AMZN logistics reported — stock jumps,AMZN,supply_chain,5
topic_116,2025-02-05T12:16:33.962524,user_1688,$BAC regulatory reported — market reaction muted,BAC,regulation,6
topic_117,2024-12-30T12:16:33.962524,user_1890,$TSLA q2 reported — stock jumps,TSLA,earnings,5
topic_118,2025-04-11T12:16:33.962524,user_413,$AMZN dividend reported — investors cautious,AMZN,dividend,6
topic_119,2025-08-01T12:16:33.962524,user_1436,$AMZN buyout reported — analysts note,AMZN,merger,6
topic_120,2025-05-16T12:16:33.962524,user_1297,$AMZN lawsuit reported — market reaction muted,AMZN,regulation,6
topic_121,2025-10-05T12:16:33.962524,user_2134,$AAPL layoff reported — investors cautious,AAPL,hiring,6
topic_122,2024-12-13T12:16:33.962524,user_1555,$AAPL dividend reported — analysts note,AAPL,dividend,8
topic_123,2025-01-04T12:16:33.962524,user_1375,$WMT buyback reported — market reaction muted,WMT,insider_trading,8
topic_124,2025-03-27T12:16:33.962524,user_286,$WMT q2 reported — stock jumps,WMT,earnings,9
topic_125,2024-11-17T12:16:33.962524,user_1539,$GOOG integration reported — market reaction muted,GOOG,merger,6
topic_126,2025-01-28T12:16:33.962524,user_277,$TSLA guidance reported — analysts note,TSLA,guidance,5
topic_127,2025-09-01T12:16:33.962524,user_1366,$META rate hike reported — investors cautious,META,macro,5
topic_128,2025-07-25T12:16:33.962524,user_2131,$NVDA filing reported — market reaction muted,NVDA,insider_trading,6
topic_129,2025-08-23T12:16:33.962524,user_958,$TSLA new product reported — investors cautious,TSLA,product_launch,8
topic_130,2025-08-22T12:16:33.962524,user_1702,$TSLA gdp reported — analysts note,TSLA,macro,5
topic_131,2025-06-21T12:16:33.962524,user_47,$BAC yield reported — investors cautious,BAC,dividend,9
topic_132,2025-01-07T12:16:33.962524,user_1267,$GOOG buyout reported — market reaction muted,GOOG,merger,7
topic_133,2025-08-29T12:16:33.962524,user_90,$AMZN inflation reported — market reaction muted,AMZN,macro,8
topic_134,2025-09-04T12:16:33.963530,user_451,$META compliance reported — investors cautious,META,regulation,6
topic_135,2025-03-18T12:16:33.963530,user_2377,$AAPL inflation reported — analysts note,AAPL,macro,7
topic_136,2025-10-15T12:16:33.963530,user_911,$AMZN rate hike reported — stock jumps,AMZN,macro,14
topic_137,2025-04-26T12:16:33.963530,user_1341,$AAPL integration reported — market reaction muted,AAPL,merger,4
topic_138,2025-09-25T12:16:33.963530,user_939,$GOOG released reported — market reaction muted,GOOG,product_launch,6
topic_139,2025-08-20T12:16:33.963530,user_1254,$AAPL released reported — investors cautious,AAPL,product_launch,6
topic_140,2025-01-24T12:16:33.963530,user_421,$MSFT cpi reported — investors cautious,MSFT,macro,5
topic_141,2024-12-25T12:16:33.963530,user_831,$BAC insider reported — stock jumps,BAC,insider_trading,7
topic_142,2025-05-08T12:16:33.963530,user_824,$AMZN estimates reported — stock jumps,AMZN,guidance,5
topic_143,2025-09-25T12:16:33.963530,user_2412,$MSFT probe reported — analysts note,MSFT,regulation,10
topic_144,2025-05-13T12:16:33.963530,user_2285,$AMZN launch reported — analysts note,AMZN,product_launch,8
topic_145,2025-05-15T12:16:33.963530,user_535,$AAPL inflation reported — analysts note,AAPL,macro,5
topic_146,2024-12-20T12:16:33.963530,user_1764,$MSFT port reported — market reaction muted,MSFT,supply_chain,10
topic_147,2025-03-12T12:16:33.963530,user_354,$MSFT rollout reported — market reaction muted,MSFT,product_launch,8
topic_148,2025-08-02T12:16:33.963530,user_328,$GOOG forecast reported — stock jumps,GOOG,guidance,3
topic_149,2025-09-13T12:16:33.964529,user_496,$WMT shareholder reported — investors cautious,WMT,dividend,9
topic_150,2025-09-24T12:16:33.964529,user_1503,$GOOG payout reported — analysts note,GOOG,dividend,4
topic_151,2025-03-14T12:16:33.964529,user_1670,$META cpi reported — stock jumps,META,macro,6
topic_152,2025-07-28T12:16:33.964529,user_1463,$JPM regulatory reported — market reaction muted,JPM,regulation,6
topic_153,2025-01-22T12:16:33.964529,user_1951,$WMT earnings reported — analysts note,WMT,earnings,6
topic_154,2025-05-08T12:16:33.964529,user_1782,$JPM gdp reported — stock jumps,JPM,macro,4
topic_155,2025-07-25T12:16:33.964529,user_2114,$GOOG fine reported — market reaction muted,GOOG,regulation,12
topic_156,2025-11-04T12:16:33.964529,user_2315,$NVDA rate hike reported — investors cautious,NVDA,macro,11
topic_157,2025-06-11T12:16:33.964529,user_365,$AMZN insider sell reported — investors cautious,AMZN,insider_trading,3
topic_158,2025-10-20T12:16:33.964529,user_1988,$WMT Form 4 reported — market reaction muted,WMT,insider_trading,5
topic_159,2025-10-09T12:16:33.964529,user_91,$META integration reported — stock jumps,META,merger,5
topic_160,2025-02-08T12:16:33.964529,user_613,$TSLA insider reported — market reaction muted,TSLA,insider_trading,13
topic_161,2025-07-02T12:16:33.964529,user_636,$JPM estimates reported — market reaction muted,JPM,guidance,8
topic_162,2025-11-02T12:16:33.964529,user_1703,$META earnings reported — market reaction muted,META,earnings,8
topic_163,2025-07-16T12:16:33.964529,user_2444,$TSLA recruitment reported — analysts note,TSLA,hiring,5
topic_164,2025-04-05T12:16:33.964529,user_1233,$JPM inflation reported — market reaction muted,JPM,macro,5
topic_165,2025-06-26T12:16:33.964529,user_923,$WMT supplier reported — analysts note,WMT,supply_chain,9
topic_166,2024-12-10T12:16:33.964529,user_653,$BAC deal reported — analysts note,BAC,merger,7
topic_167,2025-10-02T12:16:33.964529,user_814,$NVDA estimates reported — stock jumps,NVDA,guidance,3
topic_168,2025-04-21T12:16:33.964529,user_1638,$MSFT  unveiled reported — market reaction muted,MSFT,product_launch,7
topic_169,2025-05-27T12:16:33.964529,user_1001,$TSLA headcount reported — analysts note,TSLA,hiring,5
topic_170,2025-03-25T12:16:33.964529,user_781,$BAC filing reported — investors cautious,BAC,insider_trading,5
topic_171,2025-09-02T12:16:33.964529,user_309,$META q2 reported — analysts note,META,earnings,7
topic_172,2025-09-21T12:16:33.964529,user_1757,$BAC q2 reported — analysts note,BAC,earnings,7
topic_173,2025-07-13T12:16:33.965544,user_564,$JPM buyback reported — stock jumps,JPM,insider_trading,5
topic_174,2025-09-08T12:16:33.965544,user_491,$GOOG economy reported — analysts note,GOOG,macro,7
topic_175,2025-02-10T12:16:33.965544,user_793,$WMT q2 reported — analysts note,WMT,earnings,9
topic_176,2024-11-16T12:16:33.965544,user_148,$GOOG revenue reported — analysts note,GOOG,earnings,6
topic_177,2025-10-27T12:16:33.965544,user_364,$NVDA deal reported — investors cautious,NVDA,merger,8
topic_178,2025-07-30T12:16:33.965544,user_456,$AMZN compliance reported — investors cautious,AMZN,regulation,6
topic_179,2024-12-12T12:16:33.965544,user_1259,$TSLA layoff reported — analysts note,TSLA,hiring,6
topic_180,2024-11-28T12:16:33.965544,user_999,$META filing reported — analysts note,META,insider_trading,7
topic_181,2025-08-11T12:16:33.965544,user_440,$MSFT cpi reported — analysts note,MSFT,macro,4
topic_182,2024-11-20T12:16:33.965544,user_2488,$NVDA hiring reported — analysts note,NVDA,hiring,4
topic_183,2025-03-02T12:16:33.965544,user_1844,$AAPL launch reported — analysts note,AAPL,product_launch,5
topic_184,2025-01-10T12:16:33.965544,user_1067,$TSLA rollout reported — market reaction muted,TSLA,product_launch,8
topic_185,2025-07-26T12:16:33.965544,user_1787,$BAC spinoff reported — investors cautious,BAC,merger,4
topic_186,2025-10-08T12:16:33.965544,user_976,$MSFT rollout reported — stock jumps,MSFT,product_launch,11
topic_187,2025-01-11T12:16:33.965544,user_362,$TSLA insider reported — investors cautious,TSLA,insider_trading,3
topic_188,2025-03-24T12:16:33.965544,user_2376,$GOOG layoff reported — stock jumps,GOOG,hiring,8
topic_189,2025-10-07T12:16:33.965544,user_1662,$META logistics reported — investors cautious,META,supply_chain,3
topic_190,2024-11-16T12:16:33.965544,user_1362,$GOOG dividend reported — market reaction muted,GOOG,dividend,12
topic_191,2024-12-28T12:16:33.965544,user_2284,$MSFT shareholder reported — market reaction muted,MSFT,dividend,6
topic_192,2025-04-11T12:16:33.965544,user_1682,$MSFT regulatory reported — analysts note,MSFT,regulation,18
topic_193,2025-09-13T12:16:33.965544,user_339,$JPM economy reported — analysts note,JPM,macro,8
topic_194,2025-10-25T12:16:33.965544,user_201,$MSFT talent reported — investors cautious,MSFT,hiring,9
topic_195,2025-05-25T12:16:33.965544,user_1810,$JPM gdp reported — market reaction muted,JPM,macro,7
topic_196,2024-12-12T12:16:33.965544,user_458,$JPM rate hike reported — analysts note,JPM,macro,10
topic_197,2024-12-20T12:16:33.965544,user_609,$WMT fine reported — stock jumps,WMT,regulation,13
topic_198,2025-01-04T12:16:33.966597,user_628,$GOOG yield reported — analysts note,GOOG,dividend,7
topic_199,2025-11-11T12:16:33.966597,user_134,$JPM rollout reported — investors cautious,JPM,product_launch,11
topic_200,2025-03-13T12:16:33.966597,user_1651,$TSLA hiring reported — market reaction muted,TSLA,hiring,5
topic_201,2025-08-26T12:16:33.966597,user_13,$JPM new product reported — stock jumps,JPM,product_launch,3
topic_202,2025-01-21T12:16:33.966597,user_188,$AAPL spinoff reported — market reaction muted,AAPL,merger,6
topic_203,2025-03-08T12:16:33.966597,user_1592,$NVDA recruitment reported — analysts note,NVDA,hiring,14
topic_204,2025-04-20T12:16:33.966597,user_2037,$GOOG probe reported — analysts note,GOOG,regulation,10
topic_205,2025-08-09T12:16:33.966597,user_2484,$META deal reported — analysts note,META,merger,8
topic_206,2025-05-28T12:16:33.966597,user_1985,$WMT filing reported — investors cautious,WMT,insider_trading,7
topic_207,2025-09-07T12:16:33.966597,user_1424,$TSLA economy reported — market reaction muted,TSLA,macro,8
topic_208,2025-11-09T12:16:33.966597,user_1978,$BAC integration reported — stock jumps,BAC,merger,2
topic_209,2025-07-21T12:16:33.966597,user_1439,$WMT buyout reported — investors cautious,WMT,merger,5
topic_210,2025-01-09T12:16:33.966597,user_2071,$AMZN payout reported — market reaction muted,AMZN,dividend,13
topic_211,2025-05-13T12:16:33.966597,user_143,$GOOG earnings reported — analysts note,GOOG,earnings,5
topic_212,2025-06-01T12:16:33.966597,user_1294,$AAPL spinoff reported — market reaction muted,AAPL,merger,6
topic_213,2025-07-24T12:16:33.966597,user_1468,$NVDA port reported — analysts note,NVDA,supply_chain,9
topic_214,2024-12-21T12:16:33.966597,user_738,$WMT fine reported — analysts note,WMT,regulation,4
topic_215,2025-11-05T12:16:33.966597,user_126,$BAC deal reported — analysts note,BAC,merger,6
topic_216,2025-07-27T12:16:33.966597,user_2389,$WMT chip shortage reported — analysts note,WMT,supply_chain,7
topic_217,2025-04-18T12:16:33.966597,user_1757,$AAPL earnings reported — stock jumps,AAPL,earnings,8
topic_218,2025-02-26T12:16:33.966597,user_693,$TSLA recession reported — analysts note,TSLA,macro,4
topic_219,2024-12-15T12:16:33.966597,user_2415,$GOOG merger reported — analysts note,GOOG,merger,6
topic_220,2025-10-24T12:16:33.967605,user_469,$NVDA filing reported — stock jumps,NVDA,insider_trading,9
topic_221,2024-11-29T12:16:33.967605,user_2447,$AAPL filing reported — market reaction muted,AAPL,insider_trading,3
topic_222,2025-06-26T12:16:33.967605,user_1778,$NVDA outlook reported — analysts note,NVDA,guidance,6
topic_223,2025-10-26T12:16:33.967605,user_2208,$AMZN fine reported — stock jumps,AMZN,regulation,4
topic_224,2025-09-13T12:16:33.967605,user_927,$NVDA q1 reported — analysts note,NVDA,earnings,6
topic_225,2025-05-08T12:16:33.967605,user_1974,$AMZN forecast reported — analysts note,AMZN,guidance,11
topic_226,2025-10-29T12:16:33.967605,user_1407,$AAPL dividend reported — investors cautious,AAPL,dividend,4
topic_227,2024-12-13T12:16:33.967605,user_499,$MSFT delay reported — investors cautious,MSFT,supply_chain,7
topic_228,2025-06-12T12:16:33.967605,user_320,$GOOG estimates reported — stock jumps,GOOG,guidance,5
topic_229,2025-03-30T12:16:33.967605,user_1115,$WMT delay reported — analysts note,WMT,supply_chain,6
topic_230,2025-06-05T12:16:33.967605,user_1624,$NVDA new product reported — market reaction muted,NVDA,product_launch,10
topic_231,2025-10-16T12:16:33.967605,user_1480,$JPM inflation reported — investors cautious,JPM,macro,7
topic_232,2025-03-15T12:16:33.967605,user_1068,$TSLA insider reported — stock jumps,TSLA,insider_trading,9
topic_233,2024-12-25T12:16:33.968592,user_1352,$GOOG chip shortage reported — stock jumps,GOOG,supply_chain,7
topic_234,2025-11-11T12:16:33.968592,user_1559,$AMZN gdp reported — market reaction muted,AMZN,macro,7
topic_235,2025-04-20T12:16:33.968592,user_1991,$JPM recruitment reported — analysts note,JPM,hiring,6
topic_236,2024-11-23T12:16:33.968592,user_1860,$AAPL q2 reported — investors cautious,AAPL,earnings,3
topic_237,2025-04-20T12:16:33.968592,user_2123,$WMT spinoff reported — analysts note,WMT,merger,5
topic_238,2025-02-25T12:16:33.968592,user_2466,$JPM layoff reported — investors cautious,JPM,hiring,6
topic_239,2025-06-01T12:16:33.968592,user_548,$BAC regulatory reported — stock jumps,BAC,regulation,8
topic_240,2025-04-08T12:16:33.968592,user_418,$AMZN q1 reported — analysts note,AMZN,earnings,9
topic_241,2025-02-28T12:16:33.968592,user_1786,$GOOG hiring reported — stock jumps,GOOG,hiring,6
topic_242,2025-04-11T12:16:33.968592,user_1064,$WMT shareholder reported — stock jumps,WMT,dividend,10
topic_243,2025-03-10T12:16:33.968592,user_526,$GOOG guidance reported — stock jumps,GOOG,guidance,7
topic_244,2025-03-27T12:16:33.968592,user_983,$MSFT buyout reported — stock jumps,MSFT,merger,7
topic_245,2025-08-24T12:16:33.968592,user_615,$TSLA next quarter reported — analysts note,TSLA,guidance,5
topic_246,2025-01-08T12:16:33.968592,user_651,$AMZN outlook reported — stock jumps,AMZN,guidance,6
topic_247,2025-06-19T12:16:33.968592,user_2337,$WMT chip shortage reported — stock jumps,WMT,supply_chain,5
topic_248,2025-04-21T12:16:33.968592,user_230,$WMT fine reported — analysts note,WMT,regulation,10
topic_249,2025-07-05T12:16:33.968592,user_2071,$META forecast reported — market reaction muted,META,guidance,9
topic_250,2025-08-28T12:16:33.968592,user_839,$GOOG hiring reported — investors cautious,GOOG,hiring,4
topic_251,2025-04-30T12:16:33.968592,user_2351,$GOOG recruitment reported — analysts note,GOOG,hiring,2
topic_252,2025-02-17T12:16:33.968592,user_436,$NVDA headcount reported — investors cautious,NVDA,hiring,6
topic_253,2025-07-20T12:16:33.968592,user_1600,$TSLA forecast reported — stock jumps,TSLA,guidance,10
topic_254,2024-11-20T12:16:33.968592,user_1963,$MSFT lawsuit reported — analysts note,MSFT,regulation,14
topic_255,2025-03-10T12:16:33.968592,user_938,$AMZN guidance reported — stock jumps,AMZN,guidance,9
topic_256,2024-12-11T12:16:33.968592,user_332,$BAC guidance reported — investors cautious,BAC,guidance,6
topic_257,2025-06-14T12:16:33.969598,user_2171,$JPM chip shortage reported — market reaction muted,JPM,supply_chain,6
topic_258,2025-09-26T12:16:33.969598,user_1017,$MSFT probe reported — stock jumps,MSFT,regulation,6
topic_259,2025-05-29T12:16:33.969598,user_1420,$WMT q1 reported — analysts note,WMT,earnings,8
topic_260,2025-03-31T12:16:33.969598,user_2449,$BAC headcount reported — analysts note,BAC,hiring,7
topic_261,2025-10-29T12:16:33.969598,user_1008,$JPM acquire reported — stock jumps,JPM,merger,8
topic_262,2025-10-26T12:16:33.969598,user_2353,$JPM yield reported — market reaction muted,JPM,dividend,5
topic_263,2025-07-15T12:16:33.969598,user_1462,$BAC delay reported — analysts note,BAC,supply_chain,10
topic_264,2024-12-19T12:16:33.969598,user_2273,$TSLA yield reported — investors cautious,TSLA,dividend,5
