id,timestamp,user,text,ticker,emotion_label
emo_30,2025-10-25T11:10:52.348823,user_1251,$JPM sell rating angry,JPM,anger
emo_31,2025-07-30T17:24:52.348823,user_477,Microsoft Corporation supply chain issues #earnings happy,MSFT,joy
emo_32,2025-09-09T18:02:52.348823,user_927,Alphabet Inc weak guidance disappointed,GOOG,sadness
emo_33,2025-10-10T16:05:52.348823,user_69,$TSLA outperform #markets,TSLA,neutral
emo_34,2025-02-02T04:44:52.348823,user_2307,Microsoft Corporation expansion plans guidance raised for next quarter ⚠️ astonished,MSFT,surprise
emo_35,2025-06-24T14:06:52.348823,user_1419,$BAC announces conference call uneasy,BAC,fear
emo_36,2025-03-05T12:29:52.348823,user_146,"Amazon.com, Inc revenue growth astonished",AMZN,surprise
emo_37,2025-02-27T10:48:52.348823,user_3,$AAPL solid quarter #earnings fearful,AAPL,fear
emo_38,2024-12-17T22:33:52.348823,user_2978,"Meta Platforms, Inc strong earnings #markets astonished",META,surprise
emo_39,2025-09-01T06:53:52.348823,user_3912,$MSFT misses estimates sombre,MSFT,sadness
emo_40,2024-11-28T11:54:52.348823,user_1383,$AMZN dividend declared,AMZN,neutral
emo_41,2025-02-18T20:00:52.348823,user_942,Apple Inc expansion plans angry,AAPL,anger
emo_42,2025-07-12T08:10:52.348823,user_1441,$NVDA analyst meeting,NVDA,neutral
emo_43,2025-03-09T17:44:52.348823,user_1618,Walmart Inc strategic acquisition guidance raised for next quarter irritated,WMT,anger
emo_44,2025-09-15T01:37:52.348823,user_2640,$TSLA filed SEC form fearful,TSLA,fear
emo_45,2025-04-16T09:37:52.348823,user_2034,"Meta Platforms, Inc layoffs announced bullish",META,joy
emo_46,2024-12-12T11:28:52.349824,user_1525,"Tesla, Inc lawsuit down",TSLA,sadness
emo_47,2025-06-29T15:47:52.349824,user_3647,$AMZN shares traded #markets disappointed,AMZN,sadness
emo_48,2025-08-06T23:15:52.349824,user_1915,$MSFT losses widen 🚀 depressed,MSFT,sadness
emo_49,2025-05-03T05:21:52.349824,user_2588,Walmart Inc company updates sad,WMT,sadness
emo_50,2025-07-25T00:06:52.349824,user_3534,$JPM filed SEC form 🚀 depressed,JPM,sadness
emo_51,2025-06-16T08:17:52.349824,user_1369,$AMZN analyst meeting shocked,AMZN,surprise
emo_52,2025-02-09T22:42:52.349824,user_2374,Walmart Inc buy rating happy,WMT,joy
emo_53,2025-09-11T18:18:52.349824,user_1866,"Tesla, Inc expansion plans optimistic",TSLA,joy
emo_54,2024-12-23T07:59:52.349824,user_1353,$MSFT analyst meeting optimistic,MSFT,joy
emo_55,2025-10-28T15:59:52.349824,user_1348,$GOOG revenue growth ⚠️ happy,GOOG,joy
emo_56,2025-07-10T15:50:52.349824,user_144,$META analyst meeting 🚀 excited,META,joy
emo_57,2025-08-02T04:27:52.349824,user_3567,$BAC filed SEC form #earnings,BAC,neutral
emo_58,2025-02-11T07:49:52.349824,user_352,JPMorgan Chase & Co. revenue miss optimistic,JPM,joy
emo_59,2025-09-18T01:36:52.349824,user_2849,$JPM shares traded #markets angry,JPM,anger
emo_60,2025-11-02T08:43:52.349824,user_1201,$GOOG company updates ⚠️ outraged,GOOG,anger
emo_61,2024-11-21T19:48:52.349824,user_24,Alphabet Inc announces conference call worried,GOOG,fear
emo_62,2025-06-14T14:11:52.349824,user_2494,Alphabet Inc losses widen 🚀 anxious,GOOG,fear
emo_63,2025-10-17T23:29:52.349824,user_1654,Walmart Inc revenue miss #markets surprised,WMT,surprise
emo_64,2025-09-20T07:25:52.349824,user_1067,$TSLA record profits guidance raised for next quarter,TSLA,neutral
emo_65,2025-05-14T13:05:52.349824,user_3873,$JPM company updates frustrated,JPM,anger
emo_66,2025-11-12T13:03:52.349824,user_1483,$JPM solid quarter guidance raised for next quarter uneasy,JPM,fear
emo_67,2025-06-27T03:43:52.350822,user_3579,$NVDA shares traded anxious,NVDA,fear
emo_68,2025-06-07T22:48:52.350822,user_368,"Amazon.com, Inc expansion plans bullish",AMZN,joy
emo_69,2025-02-18T15:11:52.350822,user_122,$META losses widen CEO comments disappointing investors uneasy,META,fear
emo_70,2025-03-29T13:54:52.350822,user_2597,$NVDA company updates shocked,NVDA,surprise
emo_71,2025-05-28T03:38:52.350822,user_1160,$BAC conference presentation outraged,BAC,anger
emo_72,2025-05-17T09:56:52.350822,user_2170,Walmart Inc raising targets sombre,WMT,sadness
emo_73,2025-08-18T13:27:52.350822,user_2282,"Amazon.com, Inc layoffs announced #earnings happy",AMZN,joy
emo_74,2025-07-26T21:58:52.350822,user_933,$JPM declining sales,JPM,neutral
emo_75,2025-07-11T18:27:52.350822,user_180,$BAC regulatory probe optimistic,BAC,joy
emo_76,2025-06-08T04:57:52.350822,user_2693,Bank of America Corporation announces conference call anxious,BAC,fear
emo_77,2025-06-05T18:44:52.350822,user_2651,$GOOG dividend declared down,GOOG,sadness
emo_78,2025-08-13T08:55:52.350822,user_442,Microsoft Corporation announces conference call sad,MSFT,sadness
emo_79,2025-04-25T04:06:52.350822,user_1236,$GOOG strategic acquisition guidance raised for next quarter excited,GOOG,joy
emo_80,2025-02-12T11:10:52.350822,user_2608,$JPM filed SEC form ⚠️ optimistic,JPM,joy
emo_81,2025-04-04T11:10:52.350822,user_2991,$TSLA conference presentation #markets happy,TSLA,joy
emo_82,2025-08-18T02:22:52.350822,user_1437,$MSFT conference presentation #earnings down,MSFT,sadness
emo_83,2025-02-01T07:10:52.350822,user_3391,$TSLA filed SEC form fearful,TSLA,fear
emo_84,2025-10-22T18:16:52.350822,user_2197,$JPM bullish outlook guidance raised for next quarter surprised,JPM,surprise
emo_85,2025-01-21T20:33:52.350822,user_2363,$NVDA lawsuit anxious,NVDA,fear
emo_86,2025-10-13T12:10:52.350822,user_248,Alphabet Inc raising targets guidance raised for next quarter furious,GOOG,anger
emo_87,2025-03-16T09:43:52.350822,user_2129,"Tesla, Inc raising targets guidance raised for next quarter #markets sad",TSLA,sadness
emo_88,2024-12-22T09:34:52.350822,user_908,"Amazon.com, Inc shares traded #markets outraged",AMZN,anger
emo_89,2025-05-06T19:30:52.350822,user_222,NVIDIA Corporation weak guidance delighted,NVDA,joy
emo_90,2025-10-26T16:05:52.350822,user_2106,$WMT strong earnings #markets #earnings anxious,WMT,fear
emo_91,2025-02-22T03:01:52.350822,user_1198,$JPM record profits guidance raised for next quarter #earnings sombre,JPM,sadness
emo_92,2025-07-06T22:02:52.350822,user_2078,$NVDA dividend declared #markets ⚠️ disappointed,NVDA,sadness
emo_93,2025-03-11T17:59:52.350822,user_1815,Alphabet Inc revenue growth #markets happy,GOOG,joy
emo_94,2025-08-18T19:54:52.350822,user_436,Bank of America Corporation record profits #markets worried,BAC,fear
emo_95,2025-03-09T19:04:52.350822,user_2503,$GOOG dividend declared angry,GOOG,anger
emo_96,2025-02-11T14:01:52.350822,user_3314,$TSLA solid quarter #markets excited,TSLA,joy
emo_97,2025-02-26T22:46:52.350822,user_57,Walmart Inc downgrade #markets bullish,WMT,joy
emo_98,2025-05-11T16:33:52.350822,user_2502,$AMZN analyst meeting #markets angry,AMZN,anger
emo_99,2025-07-11T02:15:52.351824,user_2572,Walmart Inc expansion plans anxious,WMT,fear
emo_100,2025-02-20T18:29:52.351824,user_3567,Bank of America Corporation regulatory probe frustrated,BAC,anger
emo_101,2025-08-09T19:44:52.351824,user_2682,$NVDA lawsuit CEO comments disappointing investors #markets anxious,NVDA,fear
emo_102,2024-12-20T22:36:52.351824,user_3999,$GOOG outperform optimistic,GOOG,joy
emo_103,2025-01-25T14:36:52.351824,user_324,JPMorgan Chase & Co. record profits disappointed,JPM,sadness
emo_104,2025-07-09T06:25:52.351824,user_39,$AMZN company updates #earnings,AMZN,neutral
emo_105,2025-08-13T12:50:52.351824,user_2786,$JPM analyst meeting excited,JPM,joy
emo_106,2025-01-08T22:16:52.351824,user_2300,JPMorgan Chase & Co. analyst meeting,JPM,neutral
emo_107,2025-07-22T06:09:52.351824,user_1782,JPMorgan Chase & Co. revenue growth #earnings shocked,JPM,surprise
emo_108,2025-08-25T12:53:52.351824,user_2510,$MSFT filed SEC form #markets #earnings delighted,MSFT,joy
emo_109,2025-02-23T11:55:52.351824,user_1125,$GOOG shares traded #markets thrilled,GOOG,joy
emo_110,2025-10-02T21:53:52.351824,user_1932,$TSLA strong buy uneasy,TSLA,fear
emo_111,2024-12-23T03:02:52.351824,user_2499,$MSFT filed SEC form frustrated,MSFT,anger
emo_112,2025-10-21T19:52:52.351824,user_367,$GOOG sell rating CEO comments disappointing investors #markets disappointed,GOOG,sadness
emo_113,2025-06-29T07:38:52.351824,user_1581,$META revenue growth #markets delighted,META,joy
emo_114,2025-09-22T20:25:52.351824,user_670,NVIDIA Corporation profit warning bullish,NVDA,joy
emo_115,2024-12-21T13:21:52.351824,user_829,$WMT regulatory probe #markets sombre,WMT,sadness
emo_116,2025-09-05T11:06:52.351824,user_2304,$AAPL analyst meeting delighted,AAPL,joy
emo_117,2025-11-09T09:32:52.351824,user_420,$AAPL shares traded,AAPL,neutral
emo_118,2024-12-20T15:28:52.351824,user_3241,"Amazon.com, Inc bullish outlook sad",AMZN,sadness
emo_119,2025-05-22T18:33:52.351824,user_1180,$AMZN strong earnings furious,AMZN,anger
emo_120,2025-09-16T05:39:52.351824,user_3591,$TSLA dividend declared surprised,TSLA,surprise
emo_121,2025-02-13T11:45:52.351824,user_1775,Apple Inc filed SEC form sombre,AAPL,sadness
emo_122,2024-11-18T05:07:52.351824,user_79,$WMT sell rating concerned,WMT,fear
emo_123,2025-11-01T01:46:52.351824,user_952,Bank of America Corporation buy rating guidance raised for next quarter sad,BAC,sadness
emo_124,2025-01-06T07:55:52.351824,user_3399,$GOOG misses estimates CEO comments disappointing investors thrilled,GOOG,joy
emo_125,2025-06-02T13:45:52.351824,user_70,$TSLA analyst meeting #markets astonished,TSLA,surprise
emo_126,2025-02-17T00:21:52.351824,user_2920,$MSFT misses estimates happy,MSFT,joy
emo_127,2025-01-29T21:47:52.351824,user_3898,$BAC downgrade worried,BAC,fear
emo_128,2025-02-11T10:27:52.351824,user_1313,"Amazon.com, Inc strategic acquisition furious",AMZN,anger
emo_129,2025-01-10T14:59:52.351824,user_47,$MSFT conference presentation #markets frustrated,MSFT,anger
emo_130,2025-11-10T21:02:52.352826,user_577,$JPM dividend declared #markets bullish,JPM,joy
emo_131,2024-12-04T15:45:52.352826,user_3905,Alphabet Inc strong earnings optimistic,GOOG,joy
emo_132,2025-07-31T23:39:52.352826,user_3596,$NVDA beats expectations guidance raised for next quarter,NVDA,neutral
emo_133,2025-09-24T19:27:52.352826,user_918,Walmart Inc filed SEC form surprised,WMT,surprise
emo_134,2025-01-31T21:44:52.352826,user_894,"Amazon.com, Inc shares traded fearful",AMZN,fear
emo_135,2025-02-12T07:47:52.352826,user_3133,$GOOG conference presentation angry,GOOG,anger
emo_136,2025-05-21T01:08:52.352826,user_2872,$TSLA layoffs announced,TSLA,neutral
emo_137,2025-07-19T13:41:52.352826,user_2984,$AMZN announces conference call #earnings outraged,AMZN,anger
emo_138,2025-05-26T11:37:52.352826,user_877,Walmart Inc profit warning bullish,WMT,joy
emo_139,2025-04-26T05:10:52.352826,user_1068,"Amazon.com, Inc lawsuit CEO comments disappointing investors #markets",AMZN,neutral
emo_140,2025-06-19T17:03:52.352826,user_1547,$AAPL revenue miss worried,AAPL,fear
emo_141,2025-08-19T16:24:52.352826,user_2841,"Meta Platforms, Inc conference presentation furious",META,anger
emo_142,2025-08-05T04:34:52.352826,user_550,Apple Inc filed SEC form furious,AAPL,anger
emo_143,2024-12-12T17:31:52.352826,user_1902,Apple Inc conference presentation shocked,AAPL,surprise
emo_144,2025-01-19T13:58:52.352826,user_1741,$JPM company updates #earnings surprised,JPM,surprise
emo_145,2025-01-24T14:16:52.352826,user_807,"Amazon.com, Inc layoffs announced excited",AMZN,joy
emo_146,2025-08-12T11:48:52.352826,user_2596,$JPM supply chain issues anxious,JPM,fear
emo_147,2024-11-26T07:03:52.352826,user_28,$BAC weak guidance #earnings worried,BAC,fear
emo_148,2025-04-10T09:36:52.352826,user_2014,Apple Inc strategic acquisition furious,AAPL,anger
emo_149,2024-11-29T10:04:52.352826,user_963,$TSLA bullish outlook guidance raised for next quarter,TSLA,neutral
emo_150,2025-06-19T12:24:52.352826,user_3290,JPMorgan Chase & Co. dividend declared delighted,JPM,joy
emo_151,2025-04-07T20:14:52.352826,user_3066,$AAPL upbeat guidance angry,AAPL,anger
emo_152,2025-05-02T22:33:52.352826,user_2643,Alphabet Inc announces conference call,GOOG,neutral
emo_153,2025-03-16T01:14:52.352826,user_3998,Microsoft Corporation solid quarter angry,MSFT,anger
emo_154,2025-03-02T09:17:52.352826,user_3422,Apple Inc layoffs announced down,AAPL,sadness
emo_155,2025-10-29T15:01:52.352826,user_3533,Bank of America Corporation bullish outlook guidance raised for next quarter #markets #earnings irritated,BAC,anger
emo_156,2025-02-24T00:36:52.352826,user_1458,"Meta Platforms, Inc strategic acquisition #markets ⚠️ down",META,sadness
emo_157,2024-12-10T19:57:52.352826,user_2537,Walmart Inc strong buy #markets concerned,WMT,fear
emo_158,2025-04-19T00:19:52.352826,user_1936,$AAPL regulatory probe CEO comments disappointing investors excited,AAPL,joy
emo_159,2024-11-17T16:57:52.352826,user_3969,JPMorgan Chase & Co. shares traded #markets,JPM,neutral
emo_160,2025-05-17T14:29:52.352826,user_3083,Bank of America Corporation dividend declared #markets,BAC,neutral
emo_161,2025-02-23T14:24:52.352826,user_511,$NVDA strong earnings,NVDA,neutral
emo_162,2025-02-06T21:09:52.352826,user_3681,$WMT dividend declared #markets frustrated,WMT,anger
emo_163,2024-11-25T03:34:52.353827,user_3837,$MSFT expansion plans guidance raised for next quarter #earnings ⚠️ thrilled,MSFT,joy
emo_164,2025-10-25T09:06:52.353827,user_3095,$JPM beats expectations uneasy,JPM,fear
emo_165,2025-07-13T08:48:52.353827,user_660,Alphabet Inc buy rating optimistic,GOOG,joy
emo_166,2025-10-29T14:41:52.353827,user_2769,JPMorgan Chase & Co. company updates #earnings,JPM,neutral
emo_167,2025-06-11T04:46:52.353827,user_2508,$NVDA analyst meeting happy,NVDA,joy
emo_168,2025-10-07T21:15:52.353827,user_234,$JPM conference presentation,JPM,neutral
emo_169,2025-03-13T16:40:52.353827,user_1243,Microsoft Corporation buy rating happy,MSFT,joy
emo_170,2025-04-30T08:15:52.353827,user_2812,$META revenue miss down,META,sadness
emo_171,2025-05-10T20:13:52.353827,user_3152,NVIDIA Corporation announces conference call bullish,NVDA,joy
emo_172,2025-09-19T16:10:52.353827,user_3852,"Meta Platforms, Inc beats expectations fearful",META,fear
emo_173,2025-05-21T21:19:52.353827,user_3048,$TSLA conference presentation #markets down,TSLA,sadness
emo_174,2025-01-28T02:52:52.353827,user_748,JPMorgan Chase & Co. strong earnings #markets angry,JPM,anger
emo_175,2025-05-26T18:25:52.353827,user_2175,$NVDA downgrade astonished,NVDA,surprise
emo_176,2025-08-21T16:01:52.353827,user_3490,$TSLA sell rating excited,TSLA,joy
emo_177,2025-03-14T00:58:52.353827,user_1445,$BAC dividend declared furious,BAC,anger
emo_178,2025-05-21T22:33:52.353827,user_713,JPMorgan Chase & Co. shares traded irritated,JPM,anger
emo_179,2025-03-07T02:31:52.353827,user_3379,$JPM dividend declared depressed,JPM,sadness
emo_180,2025-05-08T00:49:52.353827,user_1422,$TSLA outperform #markets irritated,TSLA,anger
emo_181,2025-04-02T22:23:52.353827,user_1900,$NVDA filed SEC form #markets angry,NVDA,anger
emo_182,2025-02-13T21:21:52.353827,user_1990,JPMorgan Chase & Co. beats expectations thrilled,JPM,joy
emo_183,2025-07-06T18:11:52.353827,user_2645,"Meta Platforms, Inc declining sales disappointed",META,sadness
emo_184,2025-06-23T21:13:52.353827,user_3275,"Tesla, Inc raising targets guidance raised for next quarter #markets",TSLA,neutral
emo_185,2025-02-27T10:08:52.353827,user_2008,$AAPL misses estimates #markets bullish,AAPL,joy
emo_186,2025-01-06T06:02:52.353827,user_2317,Microsoft Corporation shares traded concerned,MSFT,fear
emo_187,2024-11-25T23:56:52.353827,user_1020,"Tesla, Inc declining sales #markets #earnings bullish",TSLA,joy
emo_188,2025-01-23T08:18:52.353827,user_1780,$MSFT solid quarter #markets worried,MSFT,fear
emo_189,2025-05-21T09:30:52.353827,user_722,Microsoft Corporation lawsuit 🚀 depressed,MSFT,sadness
emo_190,2025-01-29T01:55:52.353827,user_2582,Alphabet Inc weak guidance happy,GOOG,joy
emo_191,2025-03-05T15:08:52.353827,user_3845,Bank of America Corporation losses widen CEO comments disappointing investors,BAC,neutral
emo_192,2024-11-27T23:30:52.353827,user_2100,Apple Inc lawsuit CEO comments disappointing investors uneasy,AAPL,fear
emo_193,2025-09-15T20:59:52.353827,user_1547,$TSLA record profits concerned,TSLA,fear
emo_194,2025-03-05T08:44:52.353827,user_518,JPMorgan Chase & Co. record profits guidance raised for next quarter #markets delighted,JPM,joy
emo_195,2025-02-21T21:19:52.354826,user_3821,$WMT profit warning #markets uneasy,WMT,fear
emo_196,2024-11-24T08:36:52.354826,user_929,$BAC lawsuit angry,BAC,anger
emo_197,2025-03-27T22:09:52.354826,user_208,$AMZN weak guidance 🚀 anxious,AMZN,fear
emo_198,2025-08-14T06:17:52.354826,user_1616,"Amazon.com, Inc bullish outlook #markets uneasy",AMZN,fear
emo_199,2025-04-07T16:43:52.354826,user_3203,Microsoft Corporation dividend declared frustrated,MSFT,anger
emo_200,2025-07-30T05:57:52.354826,user_113,$TSLA announces conference call uneasy,TSLA,fear
emo_201,2025-09-21T12:15:52.354826,user_1801,Microsoft Corporation analyst meeting #markets down,MSFT,sadness
emo_202,2024-11-28T20:47:52.354826,user_2693,$AMZN conference presentation optimistic,AMZN,joy
emo_203,2025-04-12T11:12:52.354826,user_1464,Alphabet Inc filed SEC form #markets 🚀 delighted,GOOG,joy
emo_204,2025-09-17T22:22:52.354826,user_2449,$AAPL conference presentation #markets shocked,AAPL,surprise
emo_205,2025-09-18T02:33:52.354826,user_2313,Apple Inc strong earnings #markets fearful,AAPL,fear
emo_206,2025-01-08T10:32:52.354826,user_3153,$WMT bullish outlook guidance raised for next quarter concerned,WMT,fear
emo_207,2025-01-16T07:42:52.354826,user_2287,Microsoft Corporation layoffs announced,MSFT,neutral
emo_208,2025-08-04T22:46:52.354826,user_2823,$WMT shares traded #earnings,WMT,neutral
emo_209,2025-03-03T16:06:52.355819,user_156,$BAC supply chain issues #markets happy,BAC,joy
emo_210,2025-08-31T17:32:52.355819,user_1801,"Meta Platforms, Inc dividend declared outraged",META,anger
emo_211,2025-03-13T14:27:52.355819,user_291,$AAPL analyst meeting astonished,AAPL,surprise
emo_212,2025-01-09T03:58:52.355819,user_3148,"Tesla, Inc weak guidance CEO comments disappointing investors #markets thrilled",TSLA,joy
emo_213,2025-07-22T09:55:52.355819,user_2704,Apple Inc downgrade astonished,AAPL,surprise
emo_214,2024-12-25T05:40:52.355819,user_1429,$JPM profit warning CEO comments disappointing investors #earnings happy,JPM,joy
emo_215,2025-02-09T17:06:52.355819,user_877,Walmart Inc lawsuit CEO comments disappointing investors excited,WMT,joy
emo_216,2025-07-08T23:21:52.355819,user_3513,$WMT company updates #markets frustrated,WMT,anger
emo_217,2025-07-15T20:43:52.355819,user_1212,$TSLA revenue growth 🚀 optimistic,TSLA,joy
emo_218,2024-12-22T13:01:52.355819,user_102,$META company updates #markets surprised,META,surprise
emo_219,2025-09-24T13:05:52.355819,user_3435,"Tesla, Inc strong buy #markets excited",TSLA,joy
emo_220,2025-03-07T11:57:52.355819,user_1369,Apple Inc conference presentation concerned,AAPL,fear
emo_221,2025-05-12T07:54:52.355819,user_1698,$MSFT supply chain issues excited,MSFT,joy
emo_222,2025-07-01T19:43:52.355819,user_2895,"Amazon.com, Inc sell rating CEO comments disappointing investors #markets #earnings depressed",AMZN,sadness
emo_223,2025-07-21T20:58:52.355819,user_1464,$META supply chain issues bullish,META,joy
emo_224,2025-06-11T22:16:52.355819,user_2088,$BAC sell rating #markets worried,BAC,fear
emo_225,2025-03-04T11:28:52.355819,user_1572,$NVDA sell rating #markets,NVDA,neutral
emo_226,2025-04-29T23:20:52.355819,user_2513,$WMT raising targets irritated,WMT,anger
emo_227,2025-03-10T13:22:52.355819,user_2224,$GOOG beats expectations ⚠️ astonished,GOOG,surprise
emo_228,2024-12-05T17:42:52.355819,user_3782,$MSFT downgrade ⚠️ sad,MSFT,sadness
emo_229,2025-06-22T12:22:52.355819,user_3665,$NVDA strong buy guidance raised for next quarter #markets optimistic,NVDA,joy
emo_230,2025-08-02T18:22:52.355819,user_1202,Walmart Inc layoffs announced concerned,WMT,fear
emo_231,2025-10-11T12:10:52.355819,user_1352,$JPM strong buy guidance raised for next quarter disappointed,JPM,sadness
emo_232,2025-04-11T21:59:52.355819,user_2063,$AAPL shares traded concerned,AAPL,fear
emo_233,2025-09-11T08:09:52.355819,user_2380,$AMZN analyst meeting #earnings,AMZN,neutral
emo_234,2025-03-23T03:40:52.355819,user_2708,$AAPL sell rating astonished,AAPL,surprise
emo_235,2025-07-07T19:09:52.355819,user_3355,$META declining sales optimistic,META,joy
emo_236,2025-10-14T07:59:52.355819,user_2833,"Amazon.com, Inc strong earnings sombre",AMZN,sadness
emo_237,2025-03-21T17:23:52.355819,user_3642,$WMT declining sales sombre,WMT,sadness
emo_238,2025-06-24T13:50:52.355819,user_735,Bank of America Corporation revenue miss CEO comments disappointing investors #markets fearful,BAC,fear
emo_239,2024-12-30T01:58:52.355819,user_3415,$TSLA raising targets sombre,TSLA,sadness
emo_240,2024-11-24T21:48:52.355819,user_651,JPMorgan Chase & Co. beats expectations optimistic,JPM,joy
emo_241,2025-10-03T11:49:52.355819,user_1252,$BAC strong buy,BAC,neutral
emo_242,2025-01-16T02:33:52.356825,user_3869,Apple Inc company updates sombre,AAPL,sadness
emo_243,2024-11-27T22:30:52.356825,user_3809,"Meta Platforms, Inc strong earnings #earnings bullish",META,joy
emo_244,2025-07-02T18:10:52.356825,user_1169,$WMT outperform 🚀 depressed,WMT,sadness
emo_245,2025-02-12T09:39:52.356825,user_1935,Microsoft Corporation company updates #markets optimistic,MSFT,joy
emo_246,2025-02-27T15:26:52.356825,user_474,$AAPL supply chain issues 🚀,AAPL,neutral
emo_247,2025-05-10T04:07:52.356825,user_2418,$AMZN dividend declared #markets surprised,AMZN,surprise
emo_248,2025-05-31T23:29:52.356825,user_1101,$NVDA strong earnings,NVDA,neutral
emo_249,2025-04-06T08:26:52.356825,user_2519,$AAPL strong earnings guidance raised for next quarter #markets shocked,AAPL,surprise
emo_250,2025-10-14T18:26:52.356825,user_60,$MSFT filed SEC form,MSFT,neutral
emo_251,2025-06-04T12:09:52.356825,user_623,Apple Inc company updates #earnings anxious,AAPL,fear
emo_252,2025-02-02T04:59:52.356825,user_1993,$BAC misses estimates CEO comments disappointing investors disappointed,BAC,sadness
emo_253,2025-08-07T01:40:52.356825,user_1593,$TSLA strong earnings #markets shocked,TSLA,surprise
emo_254,2025-05-09T19:33:52.356825,user_1189,$JPM filed SEC form sombre,JPM,sadness
emo_255,2025-08-11T15:39:52.356825,user_714,$GOOG record profits,GOOG,neutral
emo_256,2024-12-13T19:17:52.356825,user_1736,JPMorgan Chase & Co. misses estimates worried,JPM,fear
emo_257,2025-10-26T08:30:52.356825,user_345,$GOOG shares traded worried,GOOG,fear
emo_258,2025-10-31T15:40:52.356825,user_83,"Meta Platforms, Inc dividend declared excited",META,joy
emo_259,2024-12-24T21:17:52.356825,user_1148,NVIDIA Corporation dividend declared excited,NVDA,joy
emo_260,2025-10-22T23:08:52.356825,user_3648,NVIDIA Corporation profit warning bullish,NVDA,joy
emo_261,2025-02-20T00:02:52.356825,user_2958,$BAC bullish outlook guidance raised for next quarter anxious,BAC,fear
emo_262,2025-05-01T14:41:52.356825,user_814,Apple Inc solid quarter guidance raised for next quarter #markets #earnings fearful,AAPL,fear
emo_263,2025-03-12T12:26:52.356825,user_2186,Apple Inc losses widen furious,AAPL,anger
emo_264,2025-09-19T15:48:52.356825,user_3525,$GOOG dividend declared worried,GOOG,fear
emo_265,2025-08-01T03:08:52.356825,user_1670,$WMT strategic acquisition guidance raised for next quarter #markets,WMT,neutral
emo_266,2025-01-01T01:02:52.356825,user_3550,"Amazon.com, Inc strong buy guidance raised for next quarter",AMZN,neutral
emo_267,2025-03-19T09:07:52.356825,user_1866,Microsoft Corporation downgrade excited,MSFT,joy
