id,timestamp,user,text,ticker,sector,likes,retweets,sentiment_label
sent_67,2024-12-15T03:21:08.462813,user_1613,$AMZN outperform analyst note #earnings,AMZN,Consumer Staples,4,3,positive
sent_68,2025-01-19T16:49:08.462813,user_1035,Walmart Inc analyst meeting,WMT,Automotive,4,3,positive
sent_69,2025-06-16T15:12:08.462813,user_1695,$META lawsuit,META,Technology,2,3,negative
sent_70,2025-10-24T20:52:08.462813,user_1078,$JPM lawsuit strong buy,JPM,Consumer Staples,2,2,negative
sent_71,2025-01-14T05:14:08.462813,user_1154,$JPM revenue miss profit warning,JPM,Financials,14,1,negative
sent_72,2025-05-13T04:38:08.462813,user_912,$AMZN conference presentation,AMZN,Semiconductors,6,2,neutral
sent_73,2025-03-05T10:24:08.462813,user_29,$AAPL strategic acquisition shares jump #markets,AAPL,Semiconductors,4,4,positive
sent_74,2025-04-06T12:21:08.462813,user_544,$AAPL dividend declared announces conference call,AAPL,Semiconductors,5,2,neutral
sent_75,2025-01-15T07:25:08.462813,user_1843,$JPM buy rating strategic acquisition #earnings,JPM,Consumer Discretionary,3,2,positive
sent_76,2025-03-16T00:03:08.462813,user_545,Bank of America Corporation filed SEC form layoffs announced,BAC,Automotive,6,0,neutral
sent_77,2025-06-09T14:11:08.462813,user_504,$BAC losses widen raising targets #markets,BAC,Semiconductors,4,4,negative
sent_78,2025-05-28T11:05:08.462813,user_121,NVIDIA Corporation analyst meeting analyst note #earnings,NVDA,Technology,7,5,neutral
sent_79,2024-11-17T04:15:08.462813,user_1014,$AAPL solid quarter profit warning,AAPL,Automotive,4,2,positive
sent_80,2025-06-05T15:50:08.462813,user_684,$GOOG strong earnings revenue growth #markets,GOOG,Consumer Staples,6,2,positive
sent_81,2025-05-29T21:52:08.463808,user_661,"Amazon.com, Inc lawsuit analyst note",AMZN,Consumer Staples,3,0,negative
sent_82,2025-01-05T06:09:08.463808,user_60,Microsoft Corporation announces conference call #markets #earnings,MSFT,Retail,6,1,neutral
sent_83,2025-01-07T12:41:08.463808,user_771,JPMorgan Chase & Co. revenue growth sell rating,JPM,Semiconductors,4,2,positive
sent_84,2024-11-21T11:28:08.463808,user_977,$MSFT upbeat guidance,MSFT,Technology,6,8,positive
sent_85,2025-03-31T04:14:08.463808,user_1683,$NVDA profit warning in after-hours trading,NVDA,Financials,6,1,negative
sent_86,2025-05-14T09:18:08.463808,user_1175,$GOOG announces conference call on the news #earnings,GOOG,Financials,7,4,neutral
sent_87,2024-11-29T22:28:08.463808,user_816,Bank of America Corporation losses widen announces conference call,BAC,Consumer Staples,7,2,negative
sent_88,2025-05-06T08:14:08.463808,user_756,JPMorgan Chase & Co. bullish outlook in after-hours trading,JPM,Financials,4,4,positive
sent_89,2025-06-30T04:38:08.463808,user_1321,$MSFT solid quarter #markets,MSFT,Semiconductors,7,2,positive
sent_90,2025-11-05T02:52:08.463808,user_231,$META shares traded,META,Consumer Staples,3,3,negative
sent_91,2024-12-18T20:16:08.463808,user_1346,$BAC strong buy investors are cautious,BAC,Retail,2,3,positive
sent_92,2025-02-23T23:27:08.463808,user_228,$AMZN buy rating CEO comments,AMZN,Technology,5,1,positive
sent_93,2024-12-01T23:55:08.463808,user_986,$META buy rating #markets,META,Technology,3,3,positive
sent_94,2025-08-21T17:14:08.463808,user_242,$META beats expectations #earnings,META,Consumer Discretionary,7,2,positive
sent_95,2024-11-18T14:23:08.463808,user_931,"Amazon.com, Inc announces conference call #markets",AMZN,Technology,3,3,positive
sent_96,2024-12-13T11:52:08.463808,user_1534,Alphabet Inc company updates according to sources,GOOG,Technology,5,2,negative
sent_97,2025-05-21T13:28:08.464811,user_528,$JPM lawsuit,JPM,Financials,3,3,negative
sent_98,2025-04-19T11:18:08.464811,user_914,$META misses estimates,META,Automotive,4,1,negative
sent_99,2025-04-06T01:28:08.464811,user_1797,Alphabet Inc expansion plans #earnings,GOOG,Semiconductors,5,3,positive
sent_100,2025-08-28T15:21:08.464811,user_1339,"Tesla, Inc regulatory probe #markets",TSLA,Financials,5,3,negative
sent_101,2025-01-05T20:50:08.464811,user_886,$AMZN conference presentation #earnings,AMZN,Automotive,4,1,positive
sent_102,2025-10-26T02:07:08.464811,user_1938,$BAC announces conference call in after-hours trading,BAC,Technology,5,1,negative
sent_103,2025-05-13T15:09:08.464811,user_1815,$MSFT beats expectations,MSFT,Financials,4,1,positive
sent_104,2025-09-16T01:13:08.464811,user_221,$AMZN dividend declared,AMZN,Semiconductors,3,2,neutral
sent_105,2025-03-12T16:07:08.464811,user_656,$NVDA company updates,NVDA,Financials,9,1,neutral
sent_106,2025-05-25T04:30:08.464811,user_664,$BAC filed SEC form stock reacts #markets,BAC,Consumer Discretionary,3,1,neutral
sent_107,2025-05-04T19:14:08.464811,user_1772,NVIDIA Corporation profit warning shares jump,NVDA,Automotive,5,2,negative
sent_108,2024-11-15T11:13:08.464811,user_1862,$AAPL outperform #markets,AAPL,Technology,9,1,positive
sent_109,2025-10-18T07:02:08.464811,user_180,$GOOG sell rating #markets,GOOG,Technology,8,0,negative
sent_110,2025-09-14T03:25:08.464811,user_1431,$NVDA declining sales,NVDA,Consumer Discretionary,6,2,negative
sent_111,2024-12-15T00:01:08.464811,user_453,JPMorgan Chase & Co. lawsuit shares jump,JPM,Semiconductors,7,2,negative
sent_112,2025-02-19T00:06:08.465820,user_644,Bank of America Corporation conference presentation investors are cautious,BAC,Technology,4,2,neutral
sent_113,2025-04-28T00:35:08.465820,user_285,"Amazon.com, Inc lawsuit #markets",AMZN,Technology,2,1,negative
sent_114,2025-06-26T11:42:08.465820,user_469,$TSLA weak guidance #markets,TSLA,Retail,3,5,negative
sent_115,2025-03-14T04:54:08.465820,user_706,$MSFT layoffs announced stock reacts,MSFT,Consumer Discretionary,2,1,negative
sent_116,2025-10-29T10:08:08.465820,user_384,$NVDA analyst meeting,NVDA,Automotive,4,3,neutral
sent_117,2025-08-28T00:29:08.465820,user_1638,$BAC dividend declared analyst note,BAC,Technology,2,2,positive
sent_118,2025-06-01T05:39:08.465820,user_1338,$NVDA misses estimates,NVDA,Consumer Staples,5,2,negative
sent_119,2025-03-12T02:27:08.465820,user_549,"Meta Platforms, Inc shares traded #markets",META,Consumer Discretionary,1,2,neutral
sent_120,2025-03-15T07:10:08.465820,user_804,$GOOG conference presentation,GOOG,Technology,5,2,neutral
sent_121,2024-12-28T23:12:08.465820,user_751,$WMT dividend declared #markets,WMT,Technology,2,1,neutral
sent_122,2025-07-21T15:27:08.465820,user_485,NVIDIA Corporation upbeat guidance #markets,NVDA,Consumer Discretionary,2,3,neutral
sent_123,2025-04-27T10:14:08.465820,user_547,NVIDIA Corporation announces conference call #markets,NVDA,Automotive,3,3,neutral
sent_124,2025-03-29T04:59:08.465820,user_870,$BAC announces conference call lawsuit,BAC,Consumer Staples,5,0,neutral
sent_125,2025-09-07T04:11:08.465820,user_1158,$BAC expansion plans on the news,BAC,Semiconductors,4,3,positive
sent_126,2025-07-23T01:53:08.465820,user_620,$TSLA expansion plans CEO comments,TSLA,Semiconductors,6,3,positive
sent_127,2025-08-27T06:05:08.465820,user_1763,"Tesla, Inc company updates in after-hours trading",TSLA,Retail,6,1,neutral
sent_128,2025-08-28T05:29:08.465820,user_489,Walmart Inc solid quarter investors are cautious,WMT,Consumer Discretionary,3,2,positive
sent_129,2025-02-08T19:25:08.465820,user_1922,$MSFT sell rating sell rating,MSFT,Semiconductors,8,3,negative
sent_130,2025-10-27T02:35:08.465820,user_1044,"Meta Platforms, Inc losses widen supply chain issues #markets",META,Technology,6,1,negative
sent_131,2025-10-29T04:35:08.465820,user_1658,$JPM outperform investors are cautious,JPM,Consumer Staples,8,2,positive
sent_132,2025-06-08T23:45:08.465820,user_1575,$MSFT strong earnings,MSFT,Consumer Discretionary,5,1,positive
sent_133,2025-02-08T06:28:08.465820,user_1841,$AMZN solid quarter investors are cautious,AMZN,Retail,7,1,positive
sent_134,2025-02-07T06:19:08.465820,user_868,$META regulatory probe mixed signals,META,Consumer Discretionary,2,0,negative
sent_135,2025-03-28T15:59:08.465820,user_1308,$MSFT announces conference call company updates,MSFT,Semiconductors,9,3,neutral
sent_136,2024-12-30T20:14:08.465820,user_647,$BAC company updates #markets,BAC,Financials,5,0,negative
sent_137,2025-08-21T20:01:08.467447,user_199,"Meta Platforms, Inc solid quarter layoffs announced",META,Semiconductors,5,2,positive
sent_138,2025-06-26T16:53:08.467447,user_580,$META filed SEC form strategic acquisition,META,Retail,2,1,neutral
sent_139,2024-11-26T11:28:08.467447,user_663,$WMT shares traded company updates,WMT,Consumer Staples,3,3,neutral
sent_140,2025-04-12T03:48:08.467447,user_1739,"Meta Platforms, Inc beats expectations",META,Automotive,4,3,positive
sent_141,2025-02-12T04:00:08.467447,user_201,"Meta Platforms, Inc weak guidance",META,Retail,4,1,negative
sent_142,2025-07-04T19:19:08.467447,user_1869,"Meta Platforms, Inc conference presentation market is watching",META,Automotive,7,4,neutral
sent_143,2025-03-13T15:58:08.467447,user_1620,$TSLA layoffs announced filed SEC form #markets,TSLA,Semiconductors,5,3,negative
sent_144,2025-01-24T21:16:08.467447,user_1514,$GOOG weak guidance beats expectations,GOOG,Consumer Discretionary,8,1,negative
sent_145,2025-06-10T21:24:08.467447,user_1711,Alphabet Inc misses estimates,GOOG,Automotive,6,0,negative
sent_146,2025-04-30T14:17:08.467447,user_1425,$JPM losses widen,JPM,Retail,1,1,negative
sent_147,2025-06-14T04:15:08.467447,user_640,Microsoft Corporation declining sales investors are cautious,MSFT,Consumer Staples,5,0,neutral
sent_148,2025-06-10T09:39:08.467447,user_1637,$WMT announces conference call,WMT,Consumer Discretionary,6,3,neutral
sent_149,2025-06-21T08:01:08.467447,user_1870,Microsoft Corporation layoffs announced shares jump,MSFT,Technology,8,1,negative
sent_150,2025-02-08T13:16:08.467447,user_751,Bank of America Corporation outperform,BAC,Semiconductors,4,3,positive
sent_151,2024-12-16T21:54:08.467447,user_472,$MSFT shares traded expansion plans #markets,MSFT,Automotive,9,3,neutral
sent_152,2025-03-11T20:51:08.467447,user_191,Microsoft Corporation sell rating misses estimates #markets,MSFT,Financials,0,1,neutral
sent_153,2025-02-11T15:14:08.467447,user_247,$META weak guidance,META,Automotive,1,2,negative
sent_154,2025-03-07T09:08:08.467447,user_1009,Microsoft Corporation revenue miss,MSFT,Consumer Staples,8,0,negative
sent_155,2025-11-10T16:23:08.468574,user_65,$AMZN conference presentation,AMZN,Automotive,3,1,neutral
sent_156,2025-05-16T19:30:08.468574,user_885,"Tesla, Inc strong earnings",TSLA,Technology,5,6,positive
sent_157,2024-12-27T20:57:08.468574,user_350,$TSLA losses widen CEO comments #markets,TSLA,Semiconductors,3,2,negative
sent_158,2025-05-08T14:03:08.468574,user_1604,$BAC dividend declared company updates #markets,BAC,Financials,6,2,neutral
sent_159,2025-05-17T05:54:08.468574,user_1630,$TSLA company updates,TSLA,Technology,6,3,neutral
sent_160,2025-06-18T10:35:08.468574,user_680,$AAPL announces conference call,AAPL,Semiconductors,8,6,positive
sent_161,2025-06-21T05:33:08.468574,user_829,$NVDA analyst meeting #markets,NVDA,Consumer Discretionary,5,0,positive
sent_162,2025-08-25T11:18:08.468574,user_944,$AAPL expansion plans,AAPL,Consumer Discretionary,4,0,positive
sent_163,2025-02-20T20:48:08.468574,user_171,$JPM solid quarter lawsuit,JPM,Consumer Discretionary,8,3,positive
sent_164,2024-11-26T12:33:08.468574,user_234,"Amazon.com, Inc conference presentation",AMZN,Retail,7,3,neutral
sent_165,2025-07-24T12:15:08.468574,user_692,$AAPL announces conference call stock reacts,AAPL,Semiconductors,1,3,neutral
sent_166,2025-04-13T18:50:08.468574,user_512,$AAPL company updates,AAPL,Retail,12,3,neutral
sent_167,2025-02-25T23:01:08.468574,user_1239,$WMT announces conference call on the news,WMT,Semiconductors,4,1,neutral
sent_168,2025-06-14T12:23:08.468574,user_778,$BAC downgrade,BAC,Technology,5,4,negative
sent_169,2025-08-02T20:49:08.468574,user_1225,$META upbeat guidance analyst meeting,META,Consumer Staples,4,2,positive
sent_170,2025-06-26T23:17:08.469568,user_555,$AAPL revenue miss filed SEC form #markets,AAPL,Semiconductors,4,1,negative
sent_171,2025-06-27T08:25:08.469568,user_1715,$AAPL misses estimates shares jump,AAPL,Technology,4,0,negative
sent_172,2025-08-18T16:14:08.469568,user_1638,$TSLA beats expectations expansion plans,TSLA,Retail,6,1,positive
sent_173,2025-10-11T12:25:08.469568,user_132,Bank of America Corporation solid quarter conference presentation #markets,BAC,Semiconductors,5,4,neutral
sent_174,2025-06-02T21:28:08.469568,user_1374,$TSLA filed SEC form market is watching,TSLA,Consumer Discretionary,2,0,neutral
sent_175,2024-12-29T17:36:08.469568,user_110,$JPM layoffs announced bullish outlook,JPM,Financials,5,1,negative
sent_176,2025-02-15T01:25:08.469568,user_1371,"Amazon.com, Inc revenue miss upbeat guidance",AMZN,Automotive,2,0,negative
sent_177,2025-03-29T09:16:08.469568,user_253,"Meta Platforms, Inc shares traded declining sales",META,Consumer Discretionary,3,0,neutral
sent_178,2025-01-31T02:48:08.469568,user_1824,$AAPL declining sales filed SEC form,AAPL,Technology,4,2,negative
sent_179,2025-06-12T05:32:08.469568,user_1057,$NVDA strong buy on the news,NVDA,Consumer Staples,2,1,positive
sent_180,2025-02-23T23:27:08.469568,user_979,$TSLA strong earnings investors are cautious #markets #earnings,TSLA,Financials,4,2,positive
sent_181,2025-02-20T01:09:08.469568,user_1815,$AMZN raising targets market is watching #earnings,AMZN,Consumer Discretionary,5,1,positive
sent_182,2025-01-24T17:12:08.469568,user_600,Bank of America Corporation conference presentation,BAC,Semiconductors,5,2,neutral
sent_183,2025-03-04T19:11:08.469568,user_1106,$META revenue miss in after-hours trading,META,Retail,4,2,negative
sent_184,2025-01-18T15:47:08.469568,user_1409,$BAC conference presentation weak guidance,BAC,Retail,6,1,neutral
sent_185,2025-08-13T15:21:08.469568,user_221,$GOOG weak guidance,GOOG,Technology,4,4,negative
sent_186,2025-09-26T20:51:08.470577,user_1042,JPMorgan Chase & Co. dividend declared,JPM,Semiconductors,6,5,neutral
sent_187,2025-04-27T12:01:08.470577,user_1346,$TSLA beats expectations,TSLA,Technology,2,4,positive
sent_188,2025-05-03T10:15:08.470577,user_1776,$MSFT downgrade market is watching,MSFT,Automotive,2,2,negative
sent_189,2025-01-21T22:27:08.470577,user_1570,Microsoft Corporation outperform dividend declared,MSFT,Consumer Discretionary,6,0,positive
sent_190,2025-02-03T19:56:08.470577,user_1195,$WMT strong earnings mixed signals #markets,WMT,Consumer Discretionary,5,4,positive
sent_191,2025-01-18T16:49:08.470577,user_1770,$NVDA shares traded,NVDA,Retail,6,6,neutral
sent_192,2025-07-25T07:36:08.470577,user_1744,Apple Inc filed SEC form,AAPL,Consumer Staples,3,0,neutral
sent_193,2025-01-29T12:24:08.470577,user_733,$NVDA declining sales,NVDA,Consumer Discretionary,9,2,negative
sent_194,2025-05-19T07:32:08.470577,user_1497,"Meta Platforms, Inc buy rating investors are cautious",META,Financials,6,4,neutral
sent_195,2025-04-24T21:13:08.470577,user_1528,$AMZN filed SEC form,AMZN,Financials,5,0,neutral
sent_196,2025-10-15T06:01:08.470577,user_52,NVIDIA Corporation raising targets,NVDA,Semiconductors,5,2,positive
sent_197,2025-10-12T23:29:08.470577,user_899,$BAC upbeat guidance,BAC,Financials,3,2,positive
sent_198,2024-12-23T07:13:08.470577,user_213,"Tesla, Inc lawsuit buy rating #markets",TSLA,Consumer Staples,4,0,negative
sent_199,2025-07-08T19:05:08.470577,user_328,Apple Inc shares traded,AAPL,Consumer Discretionary,9,3,neutral
sent_200,2025-07-13T17:01:08.470577,user_319,$GOOG dividend declared upbeat guidance,GOOG,Retail,5,0,positive
sent_201,2025-03-08T11:59:08.471571,user_224,$AMZN outperform announces conference call,AMZN,Technology,4,2,positive
sent_202,2024-11-22T14:06:08.471571,user_420,$AAPL strong earnings #markets,AAPL,Consumer Staples,4,3,positive
sent_203,2025-01-08T18:11:08.471571,user_1217,$GOOG lawsuit stock drops #markets,GOOG,Financials,5,1,negative
sent_204,2024-11-24T02:48:08.471571,user_1522,$NVDA dividend declared solid quarter,NVDA,Technology,7,0,positive
sent_205,2025-09-16T21:48:08.471571,user_101,Apple Inc record profits announces conference call,AAPL,Financials,7,3,positive
sent_206,2025-02-19T11:04:08.471571,user_563,$AAPL company updates CEO comments,AAPL,Automotive,4,1,neutral
sent_207,2025-01-20T01:59:08.471571,user_1321,"Amazon.com, Inc shares traded sell rating",AMZN,Consumer Discretionary,4,4,neutral
sent_208,2025-05-26T16:43:08.471571,user_935,$GOOG expansion plans,GOOG,Financials,6,1,positive
sent_209,2025-04-18T05:48:08.471571,user_1648,"Tesla, Inc beats expectations CEO comments",TSLA,Consumer Discretionary,6,2,positive
sent_210,2025-08-25T16:04:08.471571,user_114,$AMZN analyst meeting strong earnings,AMZN,Retail,3,0,neutral
sent_211,2025-01-12T09:17:08.471571,user_333,JPMorgan Chase & Co. announces conference call market is watching,JPM,Consumer Discretionary,6,1,neutral
sent_212,2025-04-30T17:43:08.471571,user_1730,Microsoft Corporation revenue growth,MSFT,Consumer Discretionary,8,2,positive
sent_213,2025-02-10T01:55:08.471571,user_41,Alphabet Inc conference presentation shares jump #markets,GOOG,Consumer Discretionary,6,2,neutral
sent_214,2025-08-18T14:03:08.471571,user_663,"Tesla, Inc declining sales sell rating #markets",TSLA,Financials,3,3,negative
sent_215,2025-06-25T14:56:08.472576,user_1665,$GOOG company updates raising targets,GOOG,Automotive,3,1,neutral
sent_216,2025-05-19T03:36:08.472576,user_792,$META beats expectations analyst meeting,META,Consumer Discretionary,9,1,positive
sent_217,2025-08-09T08:00:08.472576,user_1749,"Tesla, Inc filed SEC form stock reacts",TSLA,Automotive,6,4,neutral
sent_218,2025-08-05T02:45:08.472576,user_158,$META conference presentation company updates #earnings,META,Retail,4,2,positive
sent_219,2025-11-07T15:09:08.472576,user_804,$GOOG beats expectations revenue growth,GOOG,Consumer Discretionary,1,3,positive
sent_220,2024-12-25T10:03:08.472576,user_1890,$BAC analyst meeting shares traded,BAC,Consumer Discretionary,7,5,positive
sent_221,2025-04-08T11:45:08.472576,user_68,Apple Inc buy rating analyst note #markets,AAPL,Retail,3,0,positive
sent_222,2024-12-21T03:56:08.472576,user_1900,$BAC conference presentation,BAC,Financials,4,1,neutral
sent_223,2025-01-04T02:01:08.472576,user_1059,Bank of America Corporation dividend declared downgrade,BAC,Semiconductors,5,6,neutral
sent_224,2025-05-21T13:14:08.472576,user_1532,NVIDIA Corporation record profits strong buy #markets,NVDA,Financials,3,1,positive
sent_225,2025-02-01T06:58:08.472576,user_274,Walmart Inc downgrade in after-hours trading,WMT,Financials,4,3,negative
sent_226,2025-01-30T16:50:08.472576,user_668,$BAC conference presentation stock drops,BAC,Retail,4,7,neutral
sent_227,2025-06-06T12:38:08.472576,user_99,Bank of America Corporation revenue growth outperform,BAC,Automotive,1,2,positive
sent_228,2024-12-03T03:38:08.472576,user_1229,$MSFT raising targets,MSFT,Financials,4,4,positive
sent_229,2024-12-15T17:01:08.473471,user_661,$MSFT weak guidance,MSFT,Semiconductors,1,3,negative
sent_230,2025-10-24T19:53:08.473471,user_1884,$MSFT revenue miss according to sources #earnings,MSFT,Consumer Staples,7,1,neutral
sent_231,2025-05-19T11:02:08.473471,user_377,$JPM filed SEC form,JPM,Technology,6,2,neutral
sent_232,2025-01-02T17:12:08.473471,user_1865,Walmart Inc company updates stock drops,WMT,Automotive,3,3,neutral
sent_233,2025-05-04T05:51:08.473471,user_982,$AMZN dividend declared,AMZN,Automotive,3,3,negative
sent_234,2025-01-19T09:25:08.473471,user_1360,NVIDIA Corporation shares traded declining sales #markets,NVDA,Technology,3,3,neutral
sent_235,2024-12-29T05:41:08.473471,user_858,Alphabet Inc losses widen buy rating,GOOG,Automotive,5,2,negative
